accession,bits_score,start,end,description,species,tax_id
CM000325.3,320.4,30086368,30086109,"Pan troglodytes isolate Yerkes chimp pedigree #C0471 (Clint) chromosome 11, whole genome shotgun sequence.",Pan troglodytes (chimpanzee),9598
CM000673.2,320.4,30012935,30012676,"Homo sapiens chromosome 11, GRCh38 reference primary assembly.",Homo sapiens (human),9606
CM019252.1,320.2,34360098,34360357,"CM019252.1 Piliocolobus tephrosceles isolate RC106 chromosome 13, whole genome shotgun sequence",Piliocolobus tephrosceles (Ugandan red Colobus),591936
KN979963.1,320.2,3512280,3512021,"KN979963.1 Colobus angolensis palliatus isolate OR3802 unplaced genomic scaffold Scaffold152, whole genome shotgun sequence",Colobus angolensis palliatus,336983
KN979085.1,319.6,6418373,6418632,"KN979085.1 Mandrillus leucophaeus isolate KB7577 unplaced genomic scaffold Scaffold73, whole genome shotgun sequence",Mandrillus leucophaeus (drill),9568
CM001941.2,319.6,35159414,35159673,"Chlorocebus sabaeus isolate 1994-021 chromosome 1, whole genome shotgun sequence.",Chlorocebus sabaeus,60711
CM009964.1,319.6,35274406,35274665,"CM009964.1 Theropithecus gelada isolate Dixy chromosome 14, whole genome shotgun sequence",Theropithecus gelada (gelada baboon),9565
CM014349.1,319.6,35403730,35403989,"CM014349.1 Macaca mulatta isolate AG07107 chromosome 14, whole genome shotgun sequence",Macaca mulatta (Rhesus monkey),9544
CM018191.2,319.6,89355806,89355547,"CM018191.2 Papio anubis isolate 15944 chromosome 12, whole genome shotgun sequence",Papio anubis (Olive baboon),9555
CM021952.1,319.6,35425952,35426211,"CM021952.1 Macaca fascicularis isolate cy0333 breed Mauritian cynomolgus macaque chromosome 14, whole genome shotgun sequence",Macaca fascicularis (crab-eating macaque),9541
KQ008437.1,319.6,2117249,2116990,"KQ008437.1 Macaca nemestrina isolate M95218 unplaced genomic scaffold Scaffold47, whole genome shotgun sequence",Macaca nemestrina (pig-tailed macaque),9545
KQ012961.1,319.6,2020233,2019974,"KQ012961.1 Cercocebus atys isolate FAK unplaced genomic scaffold Scaffold97, whole genome shotgun sequence",Cercocebus atys (sooty mangabey),9531
KN295956.1,318.6,311029,311288,"KN295956.1 Rhinopithecus roxellana isolate Xiao Hai unplaced genomic scaffold ENSRROG020026, whole genome shotgun sequence",Rhinopithecus roxellana (golden snub-nosed monkey),61622
